age,wrkclsgrp,edugrp,maritalgrp,occ,rel,racegrp,sex,capgain,caploss,hr,countrygrp,y
27.0,Gov,2HS,Married,Tech-support,Husband,White,Male,0.0,0.0,50.0,US,>50K
67.0,Private,1M,Married,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,Amer,<=50K
36.0,Private,2HS,Married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,US,<=50K
40.0,Private,3C,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,1408.0,48.0,US,<=50K
24.0,Private,2HS,Married,Transport-moving,Husband,White,Male,0.0,0.0,40.0,US,<=50K
46.0,Private,4BA,Married,Sales,Husband,White,Male,0.0,1902.0,40.0,US,>50K
44.0,Gov,2HS,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,38.0,US,<=50K
23.0,Self-emp,3C,Married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,US,>50K
46.0,Private,5MA,NotMarried,Prof-specialty,Not-in-family,White,Male,0.0,0.0,90.0,US,<=50K
31.0,Private,3C,NotMarried,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
21.0,Gov,3C,Married,Protective-serv,Own-child,Black,Male,0.0,0.0,40.0,US,<=50K
61.0,Private,2HS,Married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,US,>50K
71.0,Self-emp,2HS,Married,Farming-fishing,Husband,White,Male,0.0,0.0,15.0,US,<=50K
42.0,Private,4BA,Married,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,US,>50K
27.0,,3C,Married,,Husband,Black,Male,0.0,0.0,5.0,US,<=50K
21.0,Gov,3C,NotMarried,Other-service,Not-in-family,White,Female,0.0,0.0,16.0,US,<=50K
21.0,Private,1M,NotMarried,Farming-fishing,Not-in-family,White,Male,0.0,0.0,25.0,Amer,<=50K
28.0,Gov,4BA,Divorced,Prof-specialty,Not-in-family,White,Female,2354.0,0.0,60.0,US,<=50K
27.0,Gov,3C,NotMarried,Prof-specialty,Own-child,Black,Female,0.0,0.0,37.0,US,<=50K
32.0,Private,3C,NotMarried,Other-service,Not-in-family,White,Female,0.0,2001.0,25.0,US,<=50K
47.0,Private,2HS,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
22.0,Private,3C,NotMarried,Exec-managerial,Not-in-family,White,Male,0.0,0.0,35.0,UKCA,<=50K
56.0,Private,2HS,Married,Tech-support,Husband,White,Male,0.0,0.0,40.0,US,<=50K
20.0,Private,2HS,Married,Other-service,Other-relative,White,Female,0.0,0.0,40.0,US,<=50K
30.0,Private,3C,NotMarried,Sales,Not-in-family,White,Female,0.0,0.0,40.0,US,<=50K
22.0,Private,3C,NotMarried,Other-service,Own-child,White,Female,0.0,0.0,25.0,US,<=50K
28.0,Private,3C,Married,Craft-repair,Husband,White,Male,7688.0,0.0,45.0,US,>50K
50.0,Private,5MA,Married,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,US,>50K
66.0,Gov,2HS,Married,Machine-op-inspct,Wife,White,Female,1424.0,0.0,10.0,US,<=50K
38.0,Private,3C,NotMarried,Other-service,Not-in-family,White,Male,0.0,0.0,46.0,US,<=50K
62.0,Private,1M,Married,Exec-managerial,Husband,White,Male,0.0,0.0,30.0,US,<=50K
36.0,Gov,5MA,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,US,>50K
47.0,Private,1M,Married,Craft-repair,Husband,White,Male,0.0,0.0,35.0,US,<=50K
25.0,Private,2HS,NotMarried,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
26.0,Private,3C,Married,Transport-moving,Husband,White,Male,0.0,0.0,40.0,US,<=50K
37.0,Private,1M,Married,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,US,<=50K
70.0,Self-emp,1M,Married,Craft-repair,Husband,White,Male,0.0,0.0,8.0,US,<=50K
52.0,Private,1M,Married,Transport-moving,Husband,White,Male,0.0,0.0,40.0,US,<=50K
70.0,Private,1M,Married,Exec-managerial,Husband,White,Male,0.0,0.0,18.0,US,<=50K
19.0,Gov,2HS,NotMarried,Protective-serv,Own-child,White,Male,0.0,0.0,40.0,US,<=50K
23.0,Private,1M,NotMarried,Craft-repair,Own-child,White,Male,0.0,0.0,3.0,US,<=50K
37.0,Private,4BA,Married,Prof-specialty,Wife,White,Female,0.0,0.0,16.0,,>50K
37.0,Private,1M,Separated,Sales,Unmarried,Black,Female,0.0,0.0,40.0,US,<=50K
45.0,Gov,3C,Divorced,Prof-specialty,Unmarried,Black,Female,0.0,0.0,40.0,US,<=50K
29.0,Private,4BA,Married,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,US,>50K
56.0,Self-emp,4BA,Married,Exec-managerial,Husband,White,Male,0.0,0.0,20.0,EU,<=50K
50.0,Private,5MA,Married,Tech-support,Husband,White,Male,0.0,0.0,40.0,US,<=50K
20.0,Private,2HS,NotMarried,Adm-clerical,Other-relative,White,Male,0.0,2001.0,30.0,US,<=50K
26.0,Private,4BA,NotMarried,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
21.0,Private,2HS,NotMarried,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,US,<=50K
48.0,Self-emp,1M,Married,Craft-repair,Husband,White,Male,0.0,2042.0,50.0,US,<=50K
22.0,Private,3C,NotMarried,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
37.0,Gov,3C,Married,Other-service,Husband,White,Male,0.0,0.0,35.0,US,<=50K
47.0,Private,3C,Married,Craft-repair,Husband,Black,Male,0.0,0.0,30.0,US,>50K
61.0,Private,4BA,Divorced,Sales,Unmarried,White,Male,0.0,0.0,40.0,US,<=50K
47.0,Gov,5MA,Married,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,US,>50K
37.0,Private,2HS,Married,Craft-repair,Husband,White,Male,0.0,0.0,25.0,US,<=50K
46.0,Gov,3C,Separated,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,US,<=50K
42.0,Self-emp,2HS,Married,Sales,Husband,White,Male,0.0,0.0,48.0,US,<=50K
41.0,Private,2HS,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,US,<=50K
33.0,Gov,1M,Married,Other-service,Husband,White,Male,0.0,0.0,40.0,US,<=50K
24.0,Private,4BA,NotMarried,Prof-specialty,Not-in-family,White,Male,0.0,0.0,35.0,US,<=50K
27.0,Private,3C,NotMarried,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
40.0,Gov,4BA,Married,Exec-managerial,Husband,White,Male,0.0,0.0,39.0,US,<=50K
56.0,Private,1M,Married,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,US,<=50K
35.0,Gov,6PHD,Married,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,UKCA,<=50K
24.0,Private,3C,NotMarried,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
73.0,Self-emp,3C,Married,Prof-specialty,Wife,White,Female,0.0,0.0,1.0,US,<=50K
36.0,Private,3C,NotMarried,Sales,Not-in-family,White,Male,0.0,0.0,50.0,US,<=50K
31.0,Private,4BA,Married,Craft-repair,Husband,White,Male,0.0,0.0,50.0,US,>50K
50.0,,2HS,Married,,Husband,Black,Male,0.0,0.0,45.0,Amer,<=50K
36.0,Private,2HS,NotMarried,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,US,<=50K
37.0,Private,2HS,Married,Sales,Husband,Black,Male,0.0,0.0,40.0,US,>50K
26.0,Private,4BA,NotMarried,Prof-specialty,Not-in-family,White,Female,0.0,0.0,55.0,US,<=50K
20.0,Private,2HS,NotMarried,Protective-serv,Own-child,White,Male,0.0,0.0,40.0,Amer,<=50K
58.0,Private,4BA,Married,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,US,>50K
45.0,Gov,4BA,Married,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,US,>50K
33.0,,4BA,NotMarried,,Own-child,White,Male,0.0,0.0,40.0,US,<=50K
31.0,Private,4BA,NotMarried,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,US,<=50K
44.0,Private,5MA,Married,Prof-specialty,Husband,White,Male,99999.0,0.0,60.0,US,>50K
19.0,Gov,3C,NotMarried,Prof-specialty,Own-child,White,Female,0.0,0.0,30.0,US,<=50K
54.0,Private,2HS,Married,Tech-support,Husband,Black,Male,0.0,0.0,50.0,Amer,>50K
31.0,Gov,5MA,Married,Prof-specialty,Husband,White,Male,0.0,1740.0,40.0,US,<=50K
27.0,Private,2HS,Married,Craft-repair,Husband,White,Male,0.0,0.0,35.0,US,<=50K
36.0,Private,3C,Married,Sales,Husband,White,Male,5178.0,0.0,40.0,US,>50K
47.0,Gov,3C,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,1876.0,40.0,US,<=50K
35.0,Private,4BA,Married,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,US,<=50K
42.0,Private,1M,Married,Adm-clerical,Husband,White,Male,0.0,0.0,55.0,EU,>50K
45.0,Private,4BA,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,US,<=50K
70.0,Private,2HS,Married,Craft-repair,Husband,White,Male,1455.0,0.0,40.0,US,<=50K
27.0,Gov,1M,NotMarried,Other-service,Own-child,Black,Female,0.0,0.0,44.0,US,<=50K
36.0,Private,2HS,Married,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,US,>50K
23.0,Private,2HS,NotMarried,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
25.0,Private,4BA,NotMarried,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,US,<=50K
45.0,Self-emp,3C,Married,Craft-repair,Husband,White,Male,7688.0,0.0,45.0,US,>50K
24.0,Private,2HS,NotMarried,Handlers-cleaners,Own-child,White,Male,0.0,0.0,30.0,US,<=50K
90.0,Private,3C,Married,Sales,Husband,White,Male,0.0,1825.0,50.0,US,>50K
50.0,Private,2HS,Married,Machine-op-inspct,Husband,White,Male,0.0,1902.0,44.0,US,>50K
37.0,Private,2HS,Married,Craft-repair,Husband,White,Male,7688.0,0.0,99.0,US,>50K
31.0,Private,3C,NotMarried,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,US,<=50K
17.0,Private,1M,NotMarried,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,US,<=50K
26.0,Private,3C,NotMarried,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,38.0,US,<=50K
41.0,Private,6PHD,Married,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,US,<=50K
50.0,Self-emp,2HS,Married,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,US,>50K
45.0,Self-emp,2HS,Married,Transport-moving,Husband,White,Male,0.0,0.0,80.0,US,<=50K
54.0,Self-emp,3C,Married,Sales,Husband,White,Male,0.0,0.0,55.0,US,>50K
54.0,Private,2HS,Married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,US,<=50K
38.0,Private,2HS,NotMarried,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,US,<=50K
22.0,Private,2HS,Married,Sales,Other-relative,White,Female,0.0,0.0,38.0,US,<=50K
43.0,Private,2HS,Married,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,US,<=50K
19.0,,2HS,NotMarried,,Own-child,White,Female,0.0,0.0,30.0,US,<=50K
30.0,Private,4BA,Married,Tech-support,Husband,White,Male,0.0,0.0,40.0,US,>50K
31.0,,1M,Divorced,,Unmarried,White,Female,0.0,0.0,40.0,US,<=50K
42.0,Private,2HS,Separated,Craft-repair,Not-in-family,White,Male,3325.0,0.0,40.0,US,<=50K
48.0,Private,3C,Married,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,US,>50K
56.0,Private,3C,Married,Transport-moving,Husband,Black,Male,0.0,0.0,35.0,US,>50K
21.0,Gov,3C,NotMarried,Adm-clerical,Unmarried,White,Male,0.0,0.0,36.0,US,<=50K
45.0,Private,4BA,Married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,US,<=50K
37.0,Private,5MA,Married,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,US,>50K
38.0,Gov,4BA,Married,Prof-specialty,Husband,White,Male,0.0,0.0,30.0,US,<=50K
34.0,Private,3C,Married,Sales,Husband,White,Male,0.0,0.0,50.0,US,<=50K
29.0,Private,2HS,Divorced,Protective-serv,Own-child,White,Male,0.0,0.0,40.0,US,<=50K
24.0,Private,2HS,Married,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,US,<=50K
79.0,,5MA,NotMarried,,Not-in-family,White,Female,0.0,0.0,23.0,US,<=50K
35.0,Private,3C,NotMarried,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,55.0,US,<=50K
39.0,Self-emp,1M,Married,Transport-moving,Husband,White,Male,0.0,0.0,70.0,US,<=50K
73.0,Self-emp,1M,Married,Farming-fishing,Husband,White,Male,0.0,0.0,12.0,US,<=50K
57.0,Private,3C,NotMarried,Other-service,Own-child,White,Female,0.0,0.0,40.0,US,<=50K
35.0,Self-emp,4BA,Married,Sales,Husband,White,Male,0.0,0.0,50.0,US,<=50K
60.0,Private,2HS,Married,Handlers-cleaners,Husband,White,Male,0.0,0.0,32.0,US,<=50K
19.0,,3C,NotMarried,,Own-child,Black,Female,0.0,0.0,40.0,US,<=50K
54.0,Private,2HS,Married,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,US,<=50K
53.0,Self-emp,4BA,Married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,US,<=50K
23.0,Private,3C,NotMarried,Exec-managerial,Other-relative,White,Female,0.0,0.0,40.0,US,<=50K
57.0,Self-emp,3C,Married,Exec-managerial,Husband,White,Male,0.0,0.0,48.0,US,>50K
27.0,Self-emp,1M,NotMarried,Sales,Own-child,White,Female,0.0,0.0,48.0,US,<=50K
25.0,Private,2HS,NotMarried,Exec-managerial,Own-child,Black,Male,0.0,0.0,40.0,US,<=50K
38.0,Private,2HS,Married,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,US,<=50K
48.0,Private,3C,Married,Sales,Husband,Black,Male,0.0,0.0,60.0,US,>50K
24.0,Private,2HS,NotMarried,Adm-clerical,Unmarried,White,Female,0.0,0.0,45.0,US,<=50K
67.0,Self-emp,3C,Married,Sales,Husband,White,Male,0.0,0.0,40.0,US,<=50K
20.0,Private,2HS,NotMarried,Other-service,Own-child,Black,Male,0.0,0.0,35.0,US,<=50K
38.0,Private,6PHD,Married,Prof-specialty,Husband,Other,Male,0.0,0.0,40.0,Asia,>50K
54.0,Private,1M,Married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,US,<=50K
20.0,Self-emp,3C,NotMarried,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,US,<=50K
57.0,Private,1M,Separated,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55.0,US,<=50K
34.0,Gov,4BA,NotMarried,Exec-managerial,Not-in-family,White,Male,0.0,0.0,44.0,US,<=50K
34.0,Private,2HS,Separated,Craft-repair,Unmarried,White,Male,0.0,0.0,49.0,US,<=50K
80.0,Private,2HS,NotMarried,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,16.0,US,<=50K
40.0,Private,2HS,Married,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,US,<=50K
19.0,Gov,1M,NotMarried,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,35.0,US,<=50K
35.0,Private,3C,Married,Protective-serv,Husband,White,Male,0.0,0.0,56.0,US,<=50K
21.0,Private,2HS,NotMarried,Sales,Unmarried,White,Female,0.0,0.0,40.0,US,<=50K
59.0,Gov,1M,Married,Other-service,Husband,White,Male,0.0,0.0,40.0,US,<=50K
53.0,Private,3C,Married,Transport-moving,Husband,White,Male,0.0,0.0,40.0,US,>50K
41.0,Self-emp,3C,Married,Other-service,Wife,White,Female,3103.0,0.0,40.0,US,>50K
59.0,Private,2HS,Married,Transport-moving,Husband,White,Male,0.0,0.0,55.0,US,<=50K
21.0,,3C,NotMarried,,Own-child,White,Female,0.0,0.0,35.0,US,<=50K
52.0,Private,1M,Divorced,Farming-fishing,Not-in-family,Black,Male,0.0,0.0,40.0,US,<=50K
48.0,Private,1M,Married,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Amer,<=50K
24.0,Private,1M,NotMarried,Machine-op-inspct,Own-child,Black,Male,0.0,0.0,40.0,US,<=50K
49.0,Private,5MA,Married,Sales,Husband,White,Male,0.0,0.0,40.0,US,>50K
19.0,Private,2HS,NotMarried,Adm-clerical,Own-child,White,Male,0.0,0.0,50.0,US,<=50K
50.0,Private,2HS,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,US,<=50K
39.0,Private,3C,Married,Craft-repair,Husband,White,Male,0.0,0.0,60.0,US,>50K
25.0,Private,2HS,Married,Other-service,Wife,Black,Female,0.0,0.0,40.0,US,<=50K
66.0,Private,1M,Divorced,Other-service,Other-relative,Other,Female,0.0,0.0,40.0,Asia,<=50K
30.0,Private,3C,NotMarried,Exec-managerial,Not-in-family,White,Male,4416.0,0.0,40.0,US,<=50K
49.0,Private,5MA,Married,Exec-managerial,Husband,White,Male,15024.0,0.0,80.0,US,>50K
40.0,Self-emp,3C,Married,Craft-repair,Husband,White,Male,0.0,0.0,45.0,US,<=50K
38.0,Private,1M,Married,Other-service,Husband,White,Male,0.0,0.0,40.0,US,<=50K
25.0,Private,1M,Married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,US,<=50K
51.0,Gov,2HS,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,37.0,US,>50K
23.0,Gov,4BA,NotMarried,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,EU,<=50K
60.0,Self-emp,1M,Married,Exec-managerial,Husband,White,Male,0.0,1887.0,67.0,US,>50K
44.0,Private,2HS,Divorced,Sales,Not-in-family,White,Male,27828.0,0.0,60.0,US,>50K
53.0,Self-emp,5MA,Divorced,Prof-specialty,Unmarried,White,Male,25236.0,0.0,60.0,US,>50K
66.0,Self-emp,4BA,Married,Prof-specialty,Husband,White,Male,0.0,0.0,20.0,US,>50K
18.0,,2HS,NotMarried,,Own-child,White,Female,0.0,0.0,45.0,US,<=50K
44.0,Gov,3C,Divorced,Machine-op-inspct,Unmarried,Other,Male,0.0,0.0,40.0,US,<=50K
38.0,Private,2HS,Married,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,US,>50K
30.0,Private,4BA,Married,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,US,>50K
36.0,Private,2HS,NotMarried,Machine-op-inspct,Not-in-family,White,Male,3674.0,0.0,42.0,US,<=50K
38.0,Gov,3C,Married,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,US,>50K
31.0,Gov,4BA,NotMarried,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,US,<=50K
26.0,Private,1M,NotMarried,Transport-moving,Not-in-family,White,Female,0.0,0.0,35.0,US,<=50K
23.0,Private,3C,NotMarried,Other-service,Not-in-family,White,Male,0.0,0.0,25.0,US,<=50K
58.0,Gov,4BA,Married,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,US,<=50K
44.0,Self-emp,4BA,Married,Exec-managerial,Husband,White,Male,3137.0,0.0,40.0,US,<=50K
59.0,Self-emp,5MA,Married,Prof-specialty,Husband,White,Male,99999.0,0.0,40.0,US,>50K
36.0,Gov,3C,Married,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,US,<=50K
42.0,Private,3C,Divorced,Other-service,Not-in-family,White,Female,8614.0,0.0,52.0,US,>50K
17.0,Private,1M,NotMarried,Sales,Not-in-family,White,Female,0.0,0.0,20.0,US,<=50K
59.0,Gov,1M,Widowed,Prof-specialty,Unmarried,White,Female,0.0,0.0,15.0,US,<=50K
22.0,Private,3C,NotMarried,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
40.0,Private,4BA,Married,Sales,Husband,White,Male,0.0,0.0,45.0,US,<=50K
36.0,Private,4BA,NotMarried,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,40.0,US,<=50K
19.0,,2HS,NotMarried,,Own-child,White,Female,0.0,0.0,15.0,US,<=50K
49.0,Private,2HS,Married,Adm-clerical,Wife,White,Female,0.0,1977.0,25.0,US,>50K
18.0,,3C,NotMarried,,Own-child,White,Male,0.0,0.0,40.0,Amer,<=50K
38.0,Self-emp,2HS,Separated,Exec-managerial,Unmarried,White,Male,0.0,0.0,25.0,US,<=50K
48.0,Private,2HS,Married,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,US,<=50K
53.0,,2HS,Married,,Husband,White,Male,0.0,0.0,40.0,US,>50K
33.0,Private,3C,Married,Sales,Husband,White,Male,0.0,0.0,46.0,US,<=50K
34.0,Self-emp,3C,Widowed,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,US,<=50K
41.0,Gov,5MA,Married,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,,>50K
20.0,,3C,NotMarried,,Own-child,White,Female,594.0,0.0,20.0,US,<=50K
58.0,Gov,2HS,Widowed,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
52.0,Private,1M,Divorced,Transport-moving,Unmarried,White,Male,0.0,0.0,40.0,US,<=50K
45.0,Gov,3C,Married,Prof-specialty,Husband,White,Male,0.0,1887.0,47.0,US,>50K
37.0,Private,1M,Separated,Other-service,Unmarried,Black,Male,0.0,0.0,40.0,US,<=50K
48.0,Private,2HS,Married,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Amer,<=50K
40.0,Gov,4BA,Married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,US,>50K
29.0,Private,4BA,Married,Sales,Husband,White,Male,0.0,0.0,45.0,US,<=50K
33.0,Private,3C,Married,Tech-support,Husband,Other,Male,0.0,0.0,10.0,US,<=50K
51.0,,2HS,Married,,Husband,White,Male,2105.0,0.0,24.0,US,<=50K
48.0,Private,2HS,Married,Tech-support,Husband,Black,Male,0.0,0.0,48.0,US,<=50K
36.0,Self-emp,4BA,Married,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,US,<=50K
31.0,Private,3C,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,35.0,US,<=50K
41.0,Self-emp,3C,Married,Craft-repair,Husband,White,Male,0.0,0.0,50.0,US,<=50K
29.0,Gov,4BA,NotMarried,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
20.0,Private,3C,NotMarried,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,US,<=50K
53.0,Gov,4BA,Married,Exec-managerial,Husband,White,Male,7298.0,0.0,40.0,US,>50K
37.0,Private,2HS,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,US,<=50K
28.0,Private,4BA,Married,Other-service,Wife,White,Female,0.0,0.0,35.0,US,<=50K
27.0,Private,4BA,NotMarried,Sales,Not-in-family,White,Female,0.0,0.0,40.0,US,<=50K
57.0,,1M,Separated,,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
23.0,Private,3C,NotMarried,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,Amer,<=50K
25.0,Private,3C,Married,Tech-support,Husband,White,Male,0.0,0.0,56.0,US,>50K
63.0,Private,3C,Married,Prof-specialty,Husband,White,Male,0.0,0.0,38.0,US,<=50K
65.0,Self-emp,3C,Married,Sales,Husband,White,Male,0.0,0.0,18.0,US,<=50K
77.0,Private,2HS,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,US,<=50K
32.0,Private,2HS,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,US,<=50K
40.0,Private,2HS,Married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,US,>50K
67.0,Private,2HS,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,US,<=50K
35.0,Private,2HS,Married,Other-service,Wife,Other,Female,0.0,0.0,40.0,,<=50K
24.0,Gov,5MA,NotMarried,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,US,<=50K
53.0,Gov,6PHD,Married,Prof-specialty,Husband,White,Male,0.0,1902.0,50.0,US,>50K
37.0,Self-emp,5MA,Divorced,Prof-specialty,Not-in-family,Black,Male,4787.0,0.0,40.0,US,>50K
44.0,Gov,3C,Separated,Tech-support,Own-child,Black,Female,0.0,0.0,40.0,US,<=50K
25.0,,1M,Divorced,,Unmarried,White,Female,0.0,0.0,40.0,US,<=50K
17.0,Private,1M,NotMarried,Sales,Own-child,White,Female,0.0,0.0,20.0,US,<=50K
47.0,Private,3C,Married,Exec-managerial,Husband,White,Male,0.0,1887.0,60.0,US,>50K
62.0,Gov,1M,Married,Handlers-cleaners,Husband,Black,Male,2829.0,0.0,40.0,US,<=50K
39.0,Private,3C,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,60.0,US,<=50K
18.0,,1M,NotMarried,,Own-child,White,Male,0.0,0.0,30.0,US,<=50K
32.0,Gov,3C,Divorced,Prof-specialty,Other-relative,White,Female,0.0,0.0,40.0,US,<=50K
25.0,Private,4BA,Married,Prof-specialty,Wife,Black,Female,0.0,0.0,40.0,US,>50K
30.0,Private,2HS,Married,Exec-managerial,Husband,White,Male,0.0,0.0,65.0,US,>50K
47.0,Private,5MA,Married,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,US,>50K
40.0,Private,1M,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,US,<=50K
38.0,Private,2HS,Married,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,US,<=50K
41.0,Gov,5MA,Married,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,US,>50K
21.0,Private,3C,NotMarried,Sales,Own-child,White,Male,0.0,0.0,20.0,US,<=50K
32.0,Gov,3C,Married,Prof-specialty,Husband,White,Male,0.0,0.0,48.0,US,>50K
54.0,Private,1M,NotMarried,Craft-repair,Not-in-family,Black,Male,0.0,0.0,50.0,US,<=50K
31.0,Private,1M,NotMarried,Handlers-cleaners,Not-in-family,Other,Male,0.0,0.0,25.0,US,<=50K
42.0,Private,3C,Divorced,Prof-specialty,Unmarried,White,Male,0.0,0.0,40.0,US,<=50K
23.0,Private,1M,NotMarried,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,Amer,<=50K
18.0,Private,2HS,NotMarried,Sales,Own-child,White,Female,0.0,0.0,33.0,US,<=50K
65.0,,1M,Widowed,,Not-in-family,White,Female,401.0,0.0,12.0,US,<=50K
37.0,Private,3C,NotMarried,Sales,Not-in-family,White,Male,0.0,0.0,50.0,US,<=50K
53.0,Gov,3C,Divorced,Adm-clerical,Unmarried,Other,Female,0.0,0.0,40.0,US,<=50K
50.0,Private,2HS,Married,Prof-specialty,Husband,White,Male,0.0,0.0,84.0,US,<=50K
64.0,Private,2HS,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,US,>50K
55.0,Private,5MA,Married,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,US,<=50K
63.0,Private,4BA,Married,Sales,Husband,White,Male,7298.0,0.0,40.0,US,>50K
53.0,Private,3C,Divorced,Adm-clerical,Unmarried,Other,Female,4865.0,0.0,45.0,Amer,<=50K
18.0,Private,1M,NotMarried,Adm-clerical,Unmarried,White,Male,0.0,0.0,40.0,US,<=50K
33.0,Private,1M,Married,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Amer,<=50K
62.0,Private,1M,Widowed,Handlers-cleaners,Not-in-family,Black,Female,0.0,0.0,40.0,US,<=50K
56.0,Private,5MA,Married,Prof-specialty,Husband,White,Male,15024.0,0.0,48.0,EU,>50K
